Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
18,9232,4457,7302,11036,4996,7036,44059,0,0,0,0,0,0,0,2720,590,1321,1294,1044,941,1003,188,135,509,314,74,0,0,0,0,0,6,6,29
19,9268,4509,7325,11153,4989,7121,44365,0,0,0,0,0,0,0,2830,601,1278,1333,1037,876,1138,175,113,546,306,82,0,0,0,0,0,6,6,29
20,9231,4581,7432,11246,5106,7076,44672,0,0,0,0,0,0,0,2830,563,1348,1340,1040,916,1129,167,135,541,313,94,0,0,0,0,0,6,6,29
21,9228,4580,7429,11472,5086,7299,45094,0,0,0,0,0,0,0,2863,561,1361,1399,1050,941,1172,167,131,552,302,100,0,0,0,0,0,6,6,29
22,9239,4590,7631,11424,5182,7190,45256,0,0,0,0,0,0,0,2698,596,1399,1387,1054,911,1049,196,152,520,324,80,0,0,0,0,0,6,6,29
23,9376,4734,7671,11594,5159,7377,45911,0,0,0,0,0,0,0,2803,608,1384,1383,1066,948,1130,188,138,565,312,98,0,0,0,0,0,6,6,29
24,9520,4768,7719,11780,5250,7288,46325,0,0,0,0,0,0,0,2913,621,1387,1483,1117,1000,1152,185,127,616,330,101,0,0,0,0,0,6,6,29
25,9569,4814,7644,11618,5110,7496,46251,0,0,0,0,0,0,0,2829,573,1363,1431,1088,990,1185,177,137,602,330,95,0,0,0,0,0,6,6,29
1,8804,4235,6683,10442,4674,6640,41478,0,0,0,0,0,0,0,2643,568,1164,1208,944,867,1092,145,115,469,266,62,0,0,0,0,0,0,0,30
2,8834,4223,6985,10585,4687,6669,41983,0,0,0,0,0,0,0,2634,558,1256,1280,986,854,1063,150,124,501,299,84,0,0,0,0,0,2.2,0,30
3,8797,4319,6955,10600,4734,6678,42083,0,0,0,0,0,0,0,2563,547,1277,1246,990,921,1027,166,156,476,321,76,0,0,0,0,0,2.2,0,30
4,8943,4379,7114,10650,4676,6723,42485,0,0,0,0,0,0,0,2668,570,1248,1270,945,892,1083,167,110,524,289,90,0,0,0,0,0,2.2,0,30
5,8990,4483,6964,10601,4820,6673,42531,0,0,0,0,0,0,0,2659,595,1273,1227,993,881,1059,188,141,495,287,87,0,0,0,0,0,2.2,0,30
6,9068,4264,7164,10823,4701,6752,42772,0,0,0,0,0,0,0,2662,550,1289,1271,996,871,1072,157,134,520,318,92,0,0,0,0,0,2.2,0,30
7,9026,4458,7075,10677,4778,6711,42725,0,0,0,0,0,0,0,2743,593,1301,1277,992,880,1119,166,141,506,317,89,0,0,0,0,0,2.2,0,30
8,9055,4324,7028,10728,4782,6830,42747,0,0,0,0,0,0,0,2730,542,1267,1304,981,869,1097,153,140,527,280,83,0,0,0,0,0,2.2,0,30
9,9033,4352,7140,10841,4904,6852,43122,0,0,0,0,0,0,0,2741,545,1265,1266,989,881,1121,153,124,537,293,89,0,0,0,0,0,2.2,0,30
10,8970,4404,7121,11013,4865,6949,43322,0,0,0,0,0,0,0,2688,599,1269,1367,1023,920,1083,173,122,556,308,90,0,0,0,0,0,2.2,0,30
11,8979,4492,7357,10984,4941,7010,43763,0,0,0,0,0,0,0,2650,583,1342,1293,1048,912,1014,173,154,546,317,82,0,0,0,0,0,2.2,0,30
12,9172,4578,7358,11027,4987,7024,44146,0,0,0,0,0,0,0,2707,606,1343,1390,1059,920,1105,171,129,524,293,94,0,0,0,0,0,2.2,0,30
13,9295,4558,7255,11051,4950,6981,44090,0,0,0,0,0,0,0,2849,568,1355,1313,1024,921,1155,153,123,531,288,97,0,0,0,0,0,2.2,0,30
14,9312,4475,7341,11196,4920,6942,44186,0,0,0,0,0,0,0,2799,576,1282,1389,1035,935,1110,145,125,568,276,92,0,0,0,0,0,2.2,0,30
15,9296,4564,7404,11133,4872,7057,44326,0,0,0,0,0,0,0,2878,576,1335,1364,1029,881,1185,186,113,544,298,93,0,0,0,0,0,2.2,0,30
16,9300,4606,7241,11126,5036,7028,44337,0,0,0,0,0,0,0,2754,622,1270,1353,1058,986,1091,180,125,556,314,92,0,0,0,0,0,2.2,0,30
17,9405,4505,7483,11206,4906,7115,44620,0,0,0,0,0,0,0,2851,588,1359,1291,1011,889,1132,167,150,503,306,90,0,0,0,0,0,2.2,0,30
18,9342,4568,7420,11180,5081,7265,44856,0,0,0,0,0,0,0,2815,589,1340,1405,1082,916,1116,185,132,552,320,100,0,0,0,0,0,2.2,0,30
19,9380,4646,7346,11225,5159,7212,44968,0,0,0,0,0,0,0,2805,617,1320,1351,1069,982,1124,179,136,553,342,120,0,0,0,0,0,2.2,0,30
20,9472,4565,7568,11412,5071,7210,45298,0,0,0,0,0,0,0,2801,571,1403,1331,1051,907,1117,179,137,537,318,91,0,0,0,0,0,2.2,0,30
21,9454,4607,7648,11509,5176,7155,45549,0,0,0,0,0,0,0,2822,641,1366,1411,1083,938,1094,203,150,553,385,90,0,0,0,0,0,2.2,0,30
22,9446,4755,7605,11571,5135,7379,45891,0,0,0,0,0,0,0,2908,569,1358,1386,1122,919,1188,177,137,526,338,91,0,0,0,0,0,2.2,0,30
23,9594,4789,7630,11623,5302,7515,46453,0,0,0,0,0,0,0,2890,608,1381,1429,1143,995,1153,191,123,574,330,133,0,0,0,0,0,2.2,0,30
24,9633,4695,7729,11586,5308,7408,46359,0,0,0,0,0,0,0,2879,608,1413,1387,1100,1026,1160,171,128,550,350,88,0,0,0,0,0,2.2,0,30
25,9621,4818,7734,11661,5181,7276,46291,0,0,0,0,0,0,0,2934,641,1400,1400,1115,919,1180,194,143,538,321,95,0,0,0,0,0,2.2,0,30
1,8792,4186,6763,10334,4660,6736,41471,0,1,0,0,0,0,1,2658,555,1223,1283,1040,880,1059,176,113,506,316,71,0,0,0,0,1,0,0,31
2,8726,4150,6792,10428,4834,6657,41587,0,0,0,0,0,0,0,2706,543,1240,1230,1047,871,1142,162,111,497,295,103,0,0,0,0,0,1,0,31
3,8526,4215,6990,10552,4658,6555,41496,0,0,0,0,0,0,0,2602,588,1203,1223,986,839,1046,171,121,482,287,65,0,0,0,0,0,1,0,31
4,8516,4390,6929,10609,4683,6734,41861,0,0,0,0,0,0,0,2530,573,1231,1286,986,876,1009,187,108,515,272,89,0,0,0,0,0,1,0,31
5,8775,4272,7096,10685,4785,6668,42281,0,0,0,0,0,0,0,2636,552,1279,1205,1002,877,1071,167,127,514,302,78,0,0,0,0,0,1,0,31
6,8844,4426,7262,10872,4726,6918,43048,0,0,0,0,0,0,0,2678,618,1288,1280,952,853,1053,184,123,541,288,74,0,0,0,0,0,1,0,31
7,8890,4595,7280,10955,4953,6821,43494,0,0,0,0,0,0,0,2705,593,1307,1293,1031,943,1041,158,120,535,327,84,0,0,0,0,0,1,0,31
8,9118,4570,7254,10883,4791,7032,43648,0,0,0,0,0,0,0,2815,578,1244,1326,1023,913,1100,174,121,529,297,88,0,0,0,0,0,1,0,31
9,9159,4558,7235,10808,4983,6839,43582,0,0,0,0,0,0,0,2771,582,1266,1328,1014,864,1141,173,119,509,299,89,0,0,0,0,0,1,0,31
10,9288,4500,7239,11051,4877,7054,44009,0,0,0,0,0,0,0,2721,587,1247,1404,1057,958,1075,177,121,574,306,111,0,0,0,0,0,1,0,31
11,9318,4488,7086,10794,5000,6938,43624,0,0,0,0,0,0,0,2858,600,1243,1309,1032,889,1119,163,145,497,331,89,0,0,0,0,0,1,0,31
12,9195,4449,7178,10909,4928,6925,43584,0,0,0,0,0,0,0,2785,571,1274,1277,1046,872,1151,151,115,525,310,80,0,0,0,0,0,1,0,31
13,9238,4499,7312,11066,4954,6977,44046,0,0,0,0,0,0,0,2850,606,1307,1415,1037,920,1104,193,132,599,312,82,0,0,0,0,0,1,0,31
14,9177,4576,7439,11014,4884,6916,44006,0,0,0,0,0,0,0,2705,570,1341,1298,1013,847,1115,157,146,512,326,85,0,0,0,0,0,1,0,31
15,9311,4613,7332,11031,4925,6985,44197,0,0,0,0,0,0,0,2736,587,1311,1354,1030,892,1077,183,147,510,316,89,0,0,0,0,0,1,0,31
16,9426,4533,7269,10983,4952,6935,44098,0,0,0,0,0,0,0,2874,570,1330,1269,1045,933,1109,167,127,506,312,87,0,0,0,0,0,1,0,31
17,9369,4498,7259,11179,4917,7141,44363,0,0,0,0,0,0,0,2796,607,1318,1401,1026,915,1101,184,124,537,293,103,0,0,0,0,0,1,0,31
18,9291,4508,7400,11201,5061,7047,44508,0,0,0,0,0,0,0,2817,557,1339,1368,1023,926,1106,174,134,522,312,96,0,0,0,0,0,1,0,31
19,9325,4611,7445,11272,4996,7131,44780,0,0,0,0,0,0,0,2701,583,1388,1391,1075,897,1054,174,110,575,313,97,0,0,0,0,0,1,0,31
20,9470,4533,7382,11113,5059,7098,44655,0,0,0,0,0,0,0,2756,595,1322,1355,1001,908,1047,197,140,577,288,86,0,0,0,0,0,1,0,31
21,9462,4576,7435,11274,5092,7006,44845,0,0,0,0,0,0,0,2878,592,1318,1396,1067,922,1176,180,128,564,341,93,0,0,0,0,0,1,0,31
22,9388,4572,7434,11353,4945,7254,44946,0,0,0,0,0,0,0,2779,633,1352,1311,1012,939,1086,195,124,514,314,95,0,0,0,0,0,1,0,31
23,9405,4566,7538,11380,5129,7168,45186,0,0,0,0,0,0,0,2826,603,1348,1364,1025,943,1148,194,137,531,293,101,0,0,0,0,0,1,0,31
24,9422,4682,7599,11515,5081,7330,45629,0,0,0,0,0,0,0,2929,558,1340,1432,1057,954,1184,181,154,572,320,108,0,0,0,0,0,1,0,31
25,9507,4745,7497,11419,5131,7082,45381,0,0,0,0,0,0,0,2917,641,1294,1369,1042,955,1193,204,126,534,314,102,0,0,0,0,0,1,0,31
1,8780,4171,6896,10291,4680,6589,41407,0,0,1,1,0,1,3,2610,512,1209,1173,978,858,1071,157,124,472,288,91,0,0,0,0,1,0,2,32
2,8788,4270,6766,10345,4621,6648,41438,0,0,0,0,0,0,0,2662,576,1169,1227,951,821,1098,177,131,482,297,86,0,0,0,0,0,4.2,2,32
3,8768,4181,7027,10432,4745,6493,41646,0,0,0,0,0,0,0,2676,527,1262,1250,995,856,1085,166,128,497,288,88,0,0,0,0,0,4.2,2,32
4,8689,4381,6821,10590,4585,6645,41711,0,0,0,0,0,0,0,2688,563,1263,1284,983,889,1108,165,121,536,294,96,0,0,0,0,0,4.2,2,32
5,8811,4241,6873,10428,4674,6550,41577,0,0,0,0,0,0,0,2637,529,1227,1234,1009,846,1041,160,108,518,306,103,0,0,0,0,0,4.2,2,32
6,8806,4254,7002,10442,4703,6647,41854,0,0,0,0,0,0,0,2567,585,1259,1234,1012,866,1047,173,132,547,307,79,0,0,0,0,0,4.2,2,32
7,8836,4344,6896,10499,4737,6637,41949,0,0,0,0,0,0,0,2550,540,1205,1284,1005,858,1022,168,139,487,329,71,0,0,0,0,0,4.2,2,32
8,9003,4294,6976,10515,4725,6668,42181,0,0,0,0,0,0,0,2656,535,1338,1261,1023,846,1070,165,133,493,300,73,0,0,0,0,0,4.2,2,32
9,8987,4266,6881,10576,4758,6827,42295,0,0,0,0,0,0,0,2747,567,1243,1293,1002,839,1093,171,121,508,322,93,0,0,0,0,0,4.2,2,32
10,8846,4247,7072,10618,4886,6700,42369,0,0,0,0,0,0,0,2631,530,1223,1316,1071,897,1074,193,122,506,306,88,0,0,0,0,0,4.2,2,32
11,8829,4400,7191,10689,4732,6767,42608,0,0,0,0,0,0,0,2644,565,1278,1272,979,879,1052,151,127,497,312,73,0,0,0,0,0,4.2,2,32
12,8964,4443,7111,10718,4769,6747,42752,0,0,0,0,0,0,0,2636,601,1237,1269,972,889,1022,182,123,508,300,84,0,0,0,0,0,4.2,2,32
13,9087,4454,7050,10902,4800,6963,43256,0,0,0,0,0,0,0,2691,595,1241,1269,998,897,1058,184,111,504,284,86,0,0,0,0,0,4.2,2,32
14,9133,4425,7188,10961,4920,6985,43612,0,0,0,0,0,0,0,2696,555,1328,1309,1058,886,1058,172,142,534,316,99,0,0,0,0,0,4.2,2,32
15,9180,4444,7294,11096,4999,7002,44015,0,0,0,0,0,0,0,2717,569,1284,1303,1098,880,1068,176,129,526,319,81,0,0,0,0,0,4.2,2,32
16,9254,4552,7343,11174,5014,7091,44428,0,0,0,0,0,0,0,2793,575,1326,1339,1086,940,1116,174,143,523,336,94,0,0,0,0,0,4.2,2,32
17,9320,4486,7177,11248,4983,7142,44356,0,0,0,0,0,0,0,2772,600,1286,1409,1014,943,1076,180,142,549,298,91,0,0,0,0,0,4.2,2,32
18,9300,4418,7359,11268,5031,7207,44583,0,0,0,0,0,0,0,2875,526,1404,1414,1053,909,1138,148,124,589,309,79,0,0,0,0,0,4.2,2,32
19,9204,4476,7500,11314,5158,7203,44855,0,0,0,0,0,0,0,2738,566,1369,1378,1060,956,1079,188,133,534,325,95,0,0,0,0,0,4.2,2,32
20,9364,4626,7652,11498,5069,7163,45372,0,0,0,0,0,0,0,2790,577,1323,1405,1087,945,1126,172,118,561,307,82,0,0,0,0,0,4.2,2,32
21,9486,4733,7507,11463,5009,7285,45483,0,0,0,0,0,0,0,2804,613,1352,1358,1100,912,1145,182,148,535,322,90,0,0,0,0,0,4.2,2,32
22,9604,4614,7521,11464,5198,7238,45639,0,0,0,0,0,0,0,2940,602,1403,1371,1092,955,1149,181,148,554,355,97,0,0,0,0,0,4.2,2,32
23,9496,4701,7664,11607,5082,7327,45877,0,0,0,0,0,0,0,2952,591,1348,1398,1008,909,1194,193,131,586,308,102,0,0,0,0,0,4.2,2,32
24,9510,4786,7654,11660,5226,7404,46240,0,0,0,0,0,0,0,2840,655,1423,1392,1127,956,1117,207,125,570,321,95,0,0,0,0,0,4.2,2,32
25,9663,4695,7598,11670,5239,7396,46261,0,0,0,0,0,0,0,2903,628,1375,1347,1137,931,1156,193,155,522,330,102,0,0,0,0,0,4.2,2,32
1,8760,4180,6857,10338,4684,6456,41275,0,0,0,0,0,0,0,2624,538,1206,1228,982,827,1106,143,106,471,285,65,0,0,0,0,0,0,0,33
2,8728,4275,6834,10319,4584,6499,41239,0,0,0,0,0,0,0,2668,549,1274,1338,959,849,1069,157,104,520,288,86,0,0,0,0,0,3,0,33
3,8767,4185,6792,10278,4594,6434,41050,0,0,0,0,0,0,0,2616,557,1209,1243,960,841,990,148,100,487,291,96,0,0,0,0,0,3,0,33
4,8738,4227,6872,10332,4572,6435,41176,0,0,0,0,0,0,0,2591,550,1218,1248,943,895,1041,162,113,506,292,87,0,0,0,0,0,3,0,33
5,8768,4223,6747,10317,4547,6692,41294,0,0,0,0,0,0,0,2582,530,1236,1161,975,880,1027,168,125,483,288,93,0,0,0,0,0,3,0,33
6,8776,4201,6896,10527,4681,6645,41726,0,0,0,0,0,0,0,2625,529,1208,1287,1015,867,1083,146,122,501,301,92,0,0,0,0,0,3,0,33
7,8766,4265,7010,10536,4720,6735,42032,0,0,0,0,0,0,0,2669,568,1251,1290,1009,903,1128,168,124,496,299,73,0,0,0,0,0,3,0,33
8,8764,4344,6873,10581,4707,6718,41987,0,0,0,0,0,0,0,2619,531,1234,1281,997,891,1034,164,116,492,283,90,0,0,0,0,0,3,0,33
9,8892,4259,7112,10615,4725,6692,42295,0,0,0,0,0,0,0,2647,585,1265,1254,1040,884,1041,183,136,495,281,97,0,0,0,0,0,3,0,33
10,8838,4462,6892,10491,4701,6554,41938,0,0,0,0,0,0,0,2628,546,1219,1226,986,828,1055,169,112,452,295,95,0,0,0,0,0,3,0,33
11,9017,4257,6886,10671,4709,6783,42323,0,0,0,0,0,0,0,2710,553,1201,1332,999,849,1074,153,117,527,293,96,0,0,0,0,0,3,0,33
12,8959,4299,7117,10648,4772,6731,42526,0,0,0,0,0,0,0,2758,592,1244,1255,989,900,1066,185,142,493,280,97,0,0,0,0,0,3,0,33
13,8817,4440,7117,10707,4768,6715,42564,0,0,0,0,0,0,0,2563,579,1264,1257,1022,904,1030,184,119,516,327,97,0,0,0,0,0,3,0,33
14,9002,4499,7016,10688,4695,6692,42592,0,0,0,0,0,0,0,2703,589,1253,1295,950,803,1120,165,140,557,262,74,0,0,0,0,0,3,0,33
15,9062,4352,7019,10780,4812,6974,42999,0,0,0,0,0,0,0,2735,605,1232,1267,980,853,1093,191,121,493,287,88,0,0,0,0,0,3,0,33
16,8982,4337,7191,10784,5083,6820,43197,0,0,0,0,0,0,0,2754,566,1291,1319,1073,900,1093,149,132,553,338,105,0,0,0,0,0,3,0,33
17,8907,4502,7170,11055,4834,7050,43518,0,0,0,0,0,0,0,2749,573,1345,1319,1004,911,1131,171,130,521,289,103,0,0,0,0,0,3,0,33
18,9025,4409,7319,11046,5001,6944,43744,0,0,0,0,0,0,0,2721,560,1293,1334,1016,921,1069,159,116,532,273,100,0,0,0,0,0,3,0,33
19,9046,4599,7217,11144,4878,7070,43954,0,0,0,0,0,0,0,2707,636,1280,1367,1047,895,1093,202,111,540,305,95,0,0,0,0,0,3,0,33
20,9170,4493,7341,11073,4996,6904,43977,0,0,0,0,0,0,0,2720,580,1326,1277,1007,934,1085,182,140,521,311,95,0,0,0,0,0,3,0,33
21,9270,4509,7529,11342,4788,7145,44583,0,0,0,0,0,0,0,2811,597,1365,1403,994,954,1197,166,138,553,294,93,0,0,0,0,0,3,0,33
22,9255,4595,7451,11159,5006,7045,44511,0,0,0,0,0,0,0,2755,641,1313,1338,1047,948,1115,181,124,551,317,103,0,0,0,0,0,3,0,33
23,9270,4616,7334,11238,4977,6974,44409,0,0,0,0,0,0,0,2819,580,1299,1367,1081,968,1152,196,127,546,308,91,0,0,0,0,0,3,0,33
24,9369,4549,7374,11269,4894,6950,44405,0,0,0,0,0,0,0,2721,589,1297,1360,991,892,1106,175,160,555,311,78,0,0,0,0,0,3,0,33
25,9456,4570,7346,11225,4865,7201,44663,0,0,0,0,0,0,0,2813,596,1322,1327,1056,942,1136,174,130,541,307,82,0,0,0,0,0,3,0,33
1,8787,4185,6844,10289,4656,6483,41244,0,0,0,0,0,0,0,2643,505,1236,1201,970,853,1097,154,118,479,300,83,0,0,0,0,0,0,0,34
2,8784,4234,6837,10261,4586,6546,41248,0,0,0,0,0,0,0,2586,532,1208,1220,1004,862,1007,162,115,490,277,81,0,0,0,0,0,1,0,34
3,8868,4242,6755,10228,4623,6472,41188,0,0,0,0,0,0,0,2671,505,1241,1203,992,853,1050,163,134,470,306,81,0,0,0,0,0,1,0,34
4,8899,4148,6740,10376,4525,6575,41263,0,0,0,0,0,0,0,2684,561,1212,1240,981,888,1045,172,119,494,318,88,0,0,0,0,0,1,0,34
5,8755,4205,6645,10345,4639,6699,41288,0,0,0,0,0,0,0,2639,576,1157,1202,967,810,1062,157,115,473,284,98,0,0,0,0,0,1,0,34
6,8717,4170,6834,10323,4863,6593,41500,0,0,0,0,0,0,0,2648,540,1298,1240,1024,830,1042,168,142,467,305,73,0,0,0,0,0,1,0,34
7,8606,4196,6945,10502,4693,6685,41627,0,0,0,0,0,0,0,2611,535,1244,1260,988,822,1062,170,122,505,286,86,0,0,0,0,0,1,0,34
8,8626,4270,6911,10556,4792,6871,42026,0,0,0,0,0,0,0,2634,539,1242,1226,1057,909,1119,169,121,514,322,88,0,0,0,0,0,1,0,34
9,8671,4279,7072,10590,4862,6727,42201,0,0,0,0,0,0,0,2529,525,1264,1314,1010,827,1018,151,128,543,318,91,0,0,0,0,0,1,0,34
10,8827,4427,7137,10740,4823,6895,42849,0,0,0,0,0,0,0,2744,611,1247,1244,996,841,1130,187,130,491,301,77,0,0,0,0,0,1,0,34
11,8774,4450,7275,10822,4915,6761,42997,0,0,0,0,0,0,0,2605,569,1316,1294,1013,869,1070,154,144,498,333,78,0,0,0,0,0,1,0,34
12,8972,4465,7276,11020,4815,7139,43687,0,0,0,0,0,0,0,2705,544,1251,1327,1014,913,1093,171,121,579,317,104,0,0,0,0,0,1,0,34
13,9075,4568,7202,10921,5048,6922,43736,0,0,0,0,0,0,0,2732,638,1281,1300,1051,896,1086,184,116,500,318,99,0,0,0,0,0,1,0,34
14,9261,4409,7247,11019,4946,6991,43873,0,0,0,0,0,0,0,2838,580,1269,1348,1056,897,1135,168,135,537,334,85,0,0,0,0,0,1,0,34
15,9173,4490,7430,11032,5026,6957,44108,0,0,0,0,0,0,0,2820,581,1340,1328,1095,881,1139,155,127,550,333,81,0,0,0,0,0,1,0,34
16,9111,4624,7367,11061,5005,7055,44223,0,0,0,0,0,0,0,2707,606,1328,1336,1003,844,1074,179,130,526,327,87,0,0,0,0,0,1,0,34
17,9265,4568,7253,11209,5047,7179,44521,0,0,0,0,0,0,0,2785,598,1264,1352,1051,930,1106,178,112,521,326,95,0,0,0,0,0,1,0,34
18,9291,4510,7368,11238,5125,7113,44645,0,0,0,0,0,0,0,2798,582,1331,1321,1122,963,1122,160,127,512,335,84,0,0,0,0,0,1,0,34
19,9277,4598,7472,11265,5000,6960,44572,0,0,0,0,0,0,0,2786,603,1333,1416,1027,889,1095,172,137,576,289,88,0,0,0,0,0,1,0,34
20,9359,4593,7375,11230,4932,7124,44613,0,0,0,0,0,0,0,2813,612,1349,1365,1058,919,1099,177,152,537,325,105,0,0,0,0,0,1,0,34
21,9438,4561,7311,11043,5029,7171,44553,0,0,0,0,0,0,0,2804,578,1322,1289,1017,911,1149,180,116,509,315,79,0,0,0,0,0,1,0,34
22,9490,4469,7433,11183,5128,7197,44900,0,0,0,0,0,0,0,2827,570,1290,1329,1057,916,1100,172,135,536,314,85,0,0,0,0,0,1,0,34
23,9383,4640,7474,11368,5127,7112,45104,0,0,0,0,0,0,0,2849,618,1384,1344,1099,926,1127,190,133,572,309,90,0,0,0,0,0,1,0,34
24,9405,4607,7546,11517,4971,7277,45323,0,0,0,0,0,0,0,2680,594,1361,1373,1089,896,1068,168,117,555,330,98,0,0,0,0,0,1,0,34
25,9564,4660,7563,11427,5204,7392,45810,0,0,0,0,0,0,0,2782,587,1378,1417,1098,1022,1114,170,130,568,344,108,0,0,0,0,0,1,0,34
1,8751,4206,6864,10378,4658,6672,41529,0,1,0,0,0,0,1,2556,537,1243,1226,987,855,1012,171,118,493,305,83,1,1,1,0,0,0,0,35
2,8809,4274,6868,10473,4706,6623,41753,0,0,0,0,0,0,0,2721,602,1235,1276,979,858,1074,178,149,489,289,83,0,0,1,0,0,0,0,35
3,8698,4277,7033,10510,4698,6675,41891,0,0,0,0,0,0,0,2653,560,1227,1264,978,831,1072,168,132,487,274,91,0,0,1,0,0,0,0,35
4,8711,4413,6999,10550,4813,6614,42100,0,0,0,0,0,0,0,2649,601,1280,1318,1028,914,1080,196,122,549,323,83,0,0,1,0,0,0,0,35
5,8855,4298,7086,10557,4679,6678,42153,0,0,0,0,0,0,0,2709,545,1275,1248,1023,876,1102,167,125,526,305,98,0,0,1,0,0,0,0,35
6,8823,4382,6903,10660,4730,6819,42317,0,0,0,0,0,0,0,2682,580,1250,1242,1018,901,1070,173,134,525,326,87,0,0,1,0,0,0,0,35
7,8887,4314,7086,10696,4870,6739,42592,0,0,0,0,0,0,0,2694,559,1263,1325,998,891,1105,180,120,528,308,91,0,0,1,0,0,0,0,35
8,8839,4376,6908,10727,4780,6877,42507,0,0,0,0,0,0,0,2672,556,1283,1296,997,868,1054,144,119,509,296,89,0,0,1,0,0,0,0,35
9,8913,4213,6946,10734,4891,6777,42474,0,0,0,0,0,0,0,2679,579,1308,1304,1031,939,1100,191,146,492,310,95,0,0,1,0,0,0,0,35
10,8780,4205,7060,10860,4733,6905,42543,0,0,0,0,0,0,0,2616,581,1225,1306,982,874,1038,174,127,503,314,91,0,0,1,0,0,0,0,35
11,8784,4395,7149,10832,4951,6818,42929,0,0,0,0,0,0,0,2559,576,1310,1317,1062,937,1038,180,140,527,312,100,0,0,1,0,0,0,0,35
12,8972,4459,7107,10789,4770,6757,42854,0,0,0,0,0,0,0,2688,575,1261,1306,998,848,1057,181,124,507,302,81,0,0,1,0,0,0,0,35
13,9098,4396,7076,10761,4854,6852,43037,0,0,0,0,0,0,0,2691,567,1299,1312,1023,845,1074,155,139,529,318,87,0,0,1,0,0,0,0,35
14,9114,4351,7126,10804,4942,6928,43265,0,0,0,0,0,0,0,2828,541,1278,1324,1063,910,1159,149,126,539,340,96,0,0,1,0,0,0,0,35
15,8989,4455,7200,10835,4976,6897,43352,0,0,0,0,0,0,0,2677,562,1293,1289,1092,882,1075,180,107,513,315,97,0,0,1,0,0,0,0,35
16,9158,4397,7221,10939,4890,6902,43507,0,0,0,0,0,0,0,2741,615,1351,1395,1092,902,1112,182,122,561,302,84,0,0,1,0,0,0,0,35
17,9094,4474,7096,10924,4954,6998,43540,0,0,0,0,0,0,0,2742,589,1303,1258,1053,914,1096,180,128,516,322,90,0,0,1,0,0,0,0,35
18,9064,4375,7296,11061,4928,6924,43648,0,0,0,0,0,0,0,2657,600,1323,1368,1059,863,1019,181,120,556,305,82,0,0,1,0,0,0,0,35
19,9077,4554,7290,11109,4943,6904,43877,0,0,0,0,0,0,0,2806,645,1345,1344,1045,921,1169,204,119,533,348,82,0,0,1,0,0,0,0,35
20,9073,4460,7311,11029,4924,7041,43838,0,0,0,0,0,0,0,2737,594,1339,1296,1063,911,1096,184,129,516,325,87,0,0,1,0,0,0,0,35
21,9128,4547,7321,11045,4991,7009,44041,0,0,0,0,0,0,0,2699,587,1343,1315,1054,867,1074,192,151,553,297,91,0,0,1,0,0,0,0,35
22,9344,4508,7386,11121,5002,7012,44373,0,0,0,0,0,0,0,2732,577,1315,1328,1025,956,1089,178,129,554,294,90,0,0,1,0,0,0,0,35
23,9322,4617,7340,11129,4956,7022,44386,0,0,0,0,0,0,0,2793,617,1335,1328,983,956,1135,170,133,546,323,117,0,0,1,0,0,0,0,35
24,9416,4575,7448,11204,4916,7172,44731,0,0,0,0,0,0,0,2845,611,1370,1365,1038,953,1108,189,140,564,312,83,0,0,1,0,0,0,0,35
25,9474,4629,7317,11176,5100,7087,44783,0,0,0,0,0,0,0,2864,643,1334,1330,1043,926,1110,185,129,533,299,91,0,0,1,0,0,0,0,35
1,8757,4196,6733,10260,4690,6605,41241,0,2,0,1,0,0,3,2585,571,1219,1185,927,870,1017,161,122,484,270,104,0,0,0,0,3,0,2,36
2,8721,4216,6988,10532,4688,6815,41960,3,0,0,3,0,0,6,2656,523,1211,1244,1060,878,1076,175,115,476,336,84,1,0,0,0,4,2.8,7,36
3,8712,4427,6858,10597,4815,6744,42153,12,0,0,5,1,1,19,2656,578,1251,1308,1027,916,1047,172,124,497,282,94,4,1,1,0,7,3.6,25,36
4,8823,4213,7069,10661,4803,6800,42369,16,0,1,7,2,4,30,2698,582,1315,1339,983,865,1064,178,131,542,299,86,4,2,1,0.001,12,34,47,36
5,8703,4352,7029,10522,4832,6700,42138,10,0,3,17,2,1,33,2597,599,1306,1279,995,848,1086,175,129,502,297,85,5,3,1,0.001,16,34,75,36
6,8763,4320,6979,10654,4790,6748,42254,10,8,4,20,2,8,52,2552,573,1254,1263,1016,855,985,168,119,511,309,96,10,5,1,0.002,24,34,125,36
7,8850,4382,7087,10558,4827,6679,42383,29,8,11,28,14,10,100,2674,584,1299,1259,1057,851,1079,170,120,491,307,81,9,3,1,0.001,41,34,215,36
8,8909,4383,6948,10497,4786,6683,42206,77,3,20,61,18,21,200,2666,539,1254,1285,984,876,1060,165,145,534,294,85,42,15,1,0.007,55,34,411,36
