Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
9,8982,4252,6872,10539,4730,6732,42107,95,26,27,92,28,36,304,2725,542,1234,1283,989,885,1081,171,120,534,310,102,42,16,1,0.007,77,34,699,36
10,8885,4256,6828,10417,4761,6746,41893,157,36,48,149,47,65,502,2697,533,1229,1304,991,860,1083,146,132,494,289,99,96,25,1,0.011,130,34,1166,36
11,8791,4247,7114,10496,4792,6627,42067,258,44,73,230,68,100,773,2581,589,1285,1262,1005,884,1023,201,143,505,291,94,160,49,1,0.022,184,34.9,1914,36
12,8691,4423,7006,10628,4673,6660,42081,387,67,94,322,100,110,1080,2609,603,1298,1187,964,866,1049,149,116,486,286,90,219,86,1,0.04,250,47,2897,36
13,8754,4259,6984,10500,4717,6644,41858,482,106,165,461,127,171,1512,2532,560,1254,1213,970,863,1030,160,134,461,277,91,279,94,1,0.044,353,48,4275,36
14,8616,4289,6872,10418,4696,6671,41562,710,144,192,625,191,240,2102,2551,522,1220,1269,973,893,1056,162,127,501,292,85,426,135,1,0.061,446,48.2,6236,36
15,8563,4217,6841,10346,4646,6583,41196,945,202,225,823,260,348,2803,2534,525,1260,1234,994,846,1003,152,141,486,284,95,539,174,1,0.081,544,48.2,8805,36
16,8354,4221,6784,10101,4559,6399,40418,1202,253,350,1058,329,444,3636,2548,543,1163,1190,988,803,1029,150,126,488,282,71,724,253,1,0.118,661,51.4,12113,36
17,8077,4121,6443,9711,4425,6226,39003,1460,291,462,1347,446,476,4482,2387,476,1164,1191,927,847,977,141,127,475,296,71,897,304,1,0.146,772,51.8,16168,36
18,7851,3860,6133,9170,4232,5784,37030,1649,393,541,1570,484,569,5206,2284,485,1121,1067,893,783,908,143,133,420,266,95,1027,340,1,0.173,897,52,21023,36
19,7396,3559,5738,8726,3852,5544,34815,1982,420,610,1779,544,714,6049,2198,479,1034,1073,788,678,897,141,98,454,230,68,1189,417,1,0.221,992,52.6,26665,36
20,6746,3307,5395,7908,3694,5097,32147,2089,562,669,1952,604,735,6611,1989,429,993,907,787,693,831,114,122,366,228,73,1243,437,1,0.252,1079,54.1,32813,36
21,6055,3068,4828,7194,3289,4606,29040,2224,562,710,2124,715,814,7149,1856,395,882,847,703,636,740,112,85,314,219,73,1411,447,1,0.29,1133,54.1,39341,36
22,5288,2727,4198,6390,2891,4105,25599,2230,628,815,2243,771,944,7631,1576,322,773,769,602,537,626,107,69,294,184,48,1433,455,1,0.343,1172,54.1,46435,36
23,4613,2261,3699,5409,2522,3476,21980,2334,653,822,2264,775,940,7788,1369,274,675,629,523,439,551,80,57,256,152,43,1511,507,1,0.445,1172,54.1,53641,36
24,3751,1972,2986,4439,2072,2900,18120,2128,681,812,2156,724,938,7439,1144,246,537,530,434,357,455,65,58,204,157,24,1394,466,1,0.484,1100,54.1,60552,36
25,2950,1551,2335,3455,1622,2152,14065,1818,595,763,2000,660,790,6626,913,216,407,422,354,282,353,60,41,164,105,25,1281,402,1,0.537,1008,54.1,66765,36
1,8754,4181,6750,10304,4679,6666,41334,0,1,0,0,0,0,1,2548,518,1235,1195,993,886,1063,166,124,489,301,87,0,0,0,0,1,0,0,37
2,8796,4149,6830,10503,4685,6567,41530,0,0,0,0,0,0,0,2652,533,1230,1234,944,862,1051,165,116,493,285,93,0,0,0,0,0,1.4,2,37
3,8740,4208,6947,10664,4696,6677,41932,0,0,0,0,0,0,0,2590,556,1273,1311,1000,837,1059,175,139,549,289,74,0,0,0,0,0,1.4,2,37
4,8675,4357,6943,10557,4806,6675,42013,0,0,0,0,0,0,0,2575,563,1255,1267,1060,883,1005,147,122,525,329,89,0,0,0,0,0,1.4,2,37
5,8779,4250,6878,10551,4713,6730,41901,0,0,0,0,0,0,0,2693,534,1248,1315,960,860,1081,136,130,505,269,95,0,0,0,0,0,1.4,2,37
6,8706,4288,7080,10628,4797,6663,42162,0,0,0,0,0,0,0,2543,566,1190,1307,1008,876,1005,173,142,501,294,78,0,0,0,0,0,1.4,2,37
7,8810,4458,7120,10725,4737,6730,42580,0,0,0,0,0,0,0,2592,589,1273,1299,986,876,999,174,112,516,291,83,0,0,0,0,0,1.4,2,37
8,8985,4388,7073,10771,4777,6700,42694,0,0,0,0,0,0,0,2700,592,1251,1277,1014,893,1086,167,102,504,315,87,0,0,0,0,0,1.4,2,37
9,9010,4350,7135,10832,4719,6856,42902,0,0,0,0,0,0,0,2689,606,1310,1310,940,947,1065,176,138,518,287,88,0,0,0,0,0,1.4,2,37
10,8924,4392,7240,10845,4830,6756,42987,0,0,0,0,0,0,0,2608,576,1308,1264,996,859,1073,167,142,502,300,90,0,0,0,0,0,1.4,2,37
11,9049,4477,7252,10930,4786,6854,43348,0,0,0,0,0,0,0,2709,604,1317,1354,1027,846,1129,186,117,545,264,80,0,0,0,0,0,1.4,2,37
12,9118,4526,7214,10913,4909,6831,43511,0,0,0,0,0,0,0,2734,625,1340,1277,1037,869,1097,177,130,496,284,89,0,0,0,0,0,1.4,2,37
13,9215,4444,7106,10967,4868,6907,43507,0,0,0,0,0,0,0,2722,527,1300,1356,1020,927,1055,148,160,557,316,95,0,0,0,0,0,1.4,2,37
14,9238,4393,7344,11069,4851,7016,43911,0,0,0,0,0,0,0,2844,565,1318,1332,1013,895,1128,178,128,516,321,78,0,0,0,0,0,1.4,2,37
15,9123,4558,7331,11066,4994,7029,44101,0,0,0,0,0,0,0,2749,575,1358,1365,1050,934,1101,171,127,539,287,95,0,0,0,0,0,1.4,2,37
16,9279,4522,7409,11189,4952,7067,44418,0,0,0,0,0,0,0,2746,608,1329,1328,1069,954,1095,177,147,540,321,95,0,0,0,0,0,1.4,2,37
17,9289,4628,7434,11105,5006,7020,44482,0,0,0,0,0,0,0,2852,592,1316,1394,1081,913,1145,164,128,568,303,87,0,0,0,0,0,1.4,2,37
18,9295,4631,7392,10984,4941,6982,44225,0,0,0,0,0,0,0,2744,600,1332,1359,1058,938,1114,195,150,527,327,92,0,0,0,0,0,1.4,2,37
19,9446,4601,7326,10980,4952,7011,44316,0,0,0,0,0,0,0,2838,629,1288,1404,1066,887,1129,172,132,578,313,74,0,0,0,0,0,1.4,2,37
20,9427,4543,7106,10911,4958,6922,43867,0,0,0,0,0,0,0,2874,582,1298,1303,1058,900,1138,169,136,508,316,89,0,0,0,0,0,1.4,2,37
21,9431,4413,7248,10882,4864,6890,43728,0,0,0,0,0,0,0,2863,553,1257,1340,994,906,1139,172,135,545,299,101,0,0,0,0,0,1.4,2,37
22,9197,4510,7075,10911,4900,6960,43553,0,0,0,0,0,0,0,2798,578,1299,1363,1087,888,1160,186,128,512,327,95,0,0,0,0,0,1.4,2,37
23,9185,4412,7076,10931,4913,6966,43483,0,0,0,0,0,0,0,2763,558,1264,1313,1046,912,1097,146,119,531,327,84,0,0,0,0,0,1.4,2,37
24,9157,4378,7238,11018,4961,6942,43694,0,0,0,0,0,0,0,2757,576,1235,1290,999,906,1054,181,116,531,292,85,0,0,0,0,0,1.4,2,37
25,9111,4576,7412,11208,4900,7024,44231,0,0,0,0,0,0,0,2796,582,1344,1307,1002,903,1129,179,147,553,298,93,0,0,0,0,0,1.4,2,37
1,8792,4218,6808,10325,4664,6588,41395,0,0,1,1,0,0,2,2612,511,1215,1202,952,869,1039,136,125,511,268,97,0,0,0,0,0,0,1,38
2,8814,4246,6909,10363,4688,6548,41568,0,1,1,2,0,0,4,2661,540,1262,1236,971,845,1041,165,127,498,291,84,1,0,0,0,1,20.6,3,38
3,8757,4242,6809,10382,4716,6571,41477,2,1,0,2,1,0,6,2661,542,1266,1329,982,865,1066,151,135,524,298,88,1,0,0,0,3,20.6,9,38
4,8729,4225,6958,10314,4696,6622,41544,3,0,0,2,0,3,8,2561,561,1293,1244,932,845,1008,168,158,491,245,80,2,1,1,0,2,20.6,19,38
5,8793,4275,6964,10463,4695,6558,41748,0,0,0,0,0,1,1,2626,537,1259,1321,1009,822,1080,157,123,544,309,80,0,0,1,0,1,20.6,23,38
6,8810,4352,6823,10485,4702,6624,41796,0,0,0,0,0,0,0,2607,526,1220,1265,1024,847,1071,183,138,530,279,88,0,0,1,0,0,20.6,23,38
7,8933,4279,6913,10473,4736,6628,41962,0,0,0,0,0,0,0,2686,523,1259,1298,1022,859,1070,153,122,519,308,95,0,0,1,0,0,20.6,23,38
8,8897,4253,6875,10411,4691,6551,41678,0,0,0,0,0,0,0,2622,558,1234,1191,983,806,1045,168,113,452,277,88,0,0,1,0,0,20.6,23,38
9,8891,4287,7021,10517,4757,6573,42046,0,0,0,0,0,0,0,2702,564,1244,1260,998,857,1048,161,119,512,318,91,0,0,1,0,0,20.6,23,38
10,8830,4410,6799,10485,4676,6623,41823,0,0,0,0,0,0,0,2575,556,1216,1247,958,837,1041,179,124,465,285,90,0,0,1,0,0,20.6,23,38
11,8963,4160,6822,10442,4661,6723,41771,0,0,0,0,0,0,0,2688,538,1250,1256,978,855,1067,168,134,470,302,86,0,0,1,0,0,20.6,23,38
12,8841,4207,6871,10545,4697,6598,41759,0,0,0,0,0,0,0,2572,545,1248,1229,965,852,1040,168,101,489,304,89,0,0,1,0,0,20.6,23,38
13,8811,4247,6950,10466,4684,6662,41820,0,0,0,0,0,0,0,2601,586,1224,1234,1019,845,1015,161,139,504,319,80,0,0,1,0,0,20.6,23,38
14,8818,4373,6939,10486,4800,6611,42027,0,0,0,0,0,0,0,2685,570,1271,1229,1028,880,1038,182,127,505,314,89,0,0,1,0,0,20.6,23,38
15,8853,4278,6955,10603,4698,6716,42103,0,0,0,0,0,0,0,2607,549,1246,1251,979,853,1036,150,136,511,287,74,0,0,1,0,0,20.6,23,38
16,8912,4315,7165,10663,4740,6655,42450,0,0,0,0,0,0,0,2633,570,1256,1304,971,884,1093,159,118,524,304,85,0,0,1,0,0,20.6,23,38
17,8926,4454,6977,10715,4718,6755,42545,0,0,0,0,0,0,0,2734,584,1225,1316,971,850,1086,177,104,486,291,87,0,0,1,0,0,20.6,23,38
18,8921,4352,7123,10763,4823,6751,42733,0,0,0,0,0,0,0,2636,564,1297,1289,1045,890,1065,160,133,537,313,97,0,0,1,0,0,20.6,23,38
19,8963,4410,7079,10793,4711,6820,42776,0,0,0,0,0,0,0,2669,567,1333,1342,1007,854,1048,187,128,549,297,80,0,0,1,0,0,20.6,23,38
20,9080,4356,7055,10764,4894,6835,42984,0,0,0,0,0,0,0,2688,592,1300,1266,1005,912,1093,170,130,521,295,86,0,0,1,0,0,20.6,23,38
21,9055,4371,7208,10980,4866,7004,43484,0,0,0,0,0,0,0,2745,551,1378,1317,1024,894,1118,170,131,519,335,81,0,0,1,0,0,20.6,23,38
22,9021,4396,7409,11104,5013,6975,43918,0,0,0,0,0,0,0,2675,541,1342,1365,1087,954,1051,150,125,573,337,75,0,0,1,0,0,20.6,23,38
23,9063,4585,7311,11141,4908,7029,44037,0,0,0,0,0,0,0,2682,565,1307,1395,1044,894,1019,163,128,548,326,80,0,0,1,0,0,20.6,23,38
24,9291,4495,7317,11075,5013,7099,44290,0,0,0,0,0,0,0,2777,554,1315,1242,1014,872,1138,167,101,503,315,76,0,0,1,0,0,20.6,23,38
25,9323,4607,7448,11349,5105,7031,44863,0,0,0,0,0,0,0,2723,572,1416,1328,1076,916,1081,181,125,529,315,102,0,0,1,0,0,20.6,23,38
1,8807,4165,6736,10456,4672,6750,41586,0,1,0,0,0,0,1,2611,573,1167,1274,984,907,1056,180,116,495,295,70,0,0,0,0,1,0,0,39
2,8719,4216,6896,10576,4761,6717,41885,4,0,0,0,0,1,5,2630,539,1205,1271,1019,912,1085,146,112,492,281,85,0,0,0,0,3,5.1,5,39
3,8751,4297,7045,10629,4779,6783,42284,4,0,0,0,1,1,6,2628,566,1302,1254,1038,890,1043,190,138,477,297,87,1,0,0,0,4,5.1,7,39
4,8801,4319,7045,10604,4844,6785,42398,0,0,1,2,1,0,4,2664,517,1229,1204,1013,888,1035,159,132,465,298,97,0,0,0,0,3,5.1,9,39
5,8868,4379,7264,10848,4824,6838,43021,2,3,2,9,3,4,23,2577,590,1341,1260,999,885,1044,176,140,453,297,80,4,1,1,0,13,7.1,32,39
6,8975,4433,7197,10974,4887,6940,43406,12,3,7,26,5,9,62,2744,569,1227,1293,1008,917,1102,189,97,538,281,98,11,3,1,0.001,25,8.5,94,39
7,9004,4505,7162,10959,4907,6859,43396,34,4,19,43,11,15,126,2716,616,1348,1330,1006,975,1043,178,131,568,299,101,23,8,1,0.003,51,9.4,209,39
8,9133,4389,7292,11097,4856,6963,43730,56,16,19,80,27,28,226,2760,551,1309,1328,1012,901,1060,158,151,547,298,91,43,15,1,0.007,85,22,411,39
9,9065,4574,7230,11007,4935,6951,43762,131,23,33,114,37,53,391,2681,576,1350,1330,1032,905,1072,195,126,523,308,93,67,27,1,0.012,132,22,783,39
10,9279,4398,7183,11084,4869,7075,43888,238,40,54,190,56,62,640,2802,551,1312,1320,1033,927,1164,167,162,507,308,86,131,47,1,0.02,181,22,1361,39
11,9110,4423,7241,10963,5085,6954,43776,372,53,80,282,87,123,997,2753,576,1256,1306,1072,895,1174,185,135,489,336,89,206,80,1,0.033,274,27,2273,39
12,8979,4513,7224,10951,4868,6894,43429,533,122,108,478,140,166,1547,2676,573,1271,1335,1032,867,1068,174,130,521,326,82,297,102,1,0.044,383,27,3699,39
13,9019,4501,7135,10705,4852,6886,43098,824,169,195,714,226,271,2399,2770,572,1298,1341,998,891,1100,166,134,521,290,81,474,160,1,0.07,520,43.7,5857,39
14,8831,4320,6827,10461,4755,6727,41921,1188,241,344,1046,342,395,3556,2685,593,1223,1284,980,893,1101,174,104,487,282,86,685,241,1,0.108,654,43.7,9114,39
15,8423,4109,6803,10247,4625,6525,40732,1583,366,503,1518,472,597,5039,2412,530,1206,1241,990,817,921,161,116,525,310,82,931,294,1,0.139,803,43.7,13677,39
16,8071,3999,6467,9765,4445,6238,38985,1993,468,642,2038,637,772,6550,2403,484,1120,1194,910,803,970,132,112,484,303,81,1255,407,1,0.195,911,43.7,19643,39
17,7523,3828,5889,8998,4110,5781,36129,2324,654,754,2359,806,934,7831,2234,509,1043,1101,829,786,889,166,103,436,235,78,1531,512,1,0.268,1005,46,26881,39
18,6817,3417,5410,8212,3720,5275,32851,2522,645,917,2589,824,1084,8581,2050,434,995,1017,769,702,824,125,97,396,231,88,1605,519,1,0.295,1084,49.8,34812,39
19,5985,2999,4749,7161,3279,4630,28803,2519,801,945,2600,904,1088,8857,1841,381,834,876,689,611,714,118,76,355,202,63,1694,570,1,0.373,1139,49.8,42868,39
20,4988,2541,4007,5948,2820,3820,24124,2326,726,852,2379,794,1028,8105,1471,306,678,750,561,531,607,92,75,291,174,49,1508,499,1,0.387,1186,49.8,50418,39
21,4075,2165,3244,4862,2216,3186,19748,1966,657,775,1992,685,870,6945,1212,276,566,575,468,398,496,83,51,242,158,44,1271,415,1,0.386,1146,50.2,56992,39
22,3332,1687,2614,3914,1875,2560,15982,1686,463,652,1534,601,734,5670,1005,216,492,459,391,341,406,59,42,177,117,45,1091,356,1,0.421,1052,50.2,62337,39
23,2620,1282,2109,3186,1465,2122,12784,1330,370,504,1317,463,619,4603,780,151,371,374,328,268,289,42,37,137,104,26,841,266,1,0.419,917,50.7,66688,39
24,2036,1083,1731,2556,1217,1580,10203,1026,299,458,1237,387,476,3883,593,158,324,318,253,172,231,50,31,132,75,14,700,237,1,0.445,760,51.5,70377,39
25,1620,868,1409,2021,905,1305,8128,805,266,469,1032,332,441,3345,506,108,233,269,195,157,208,36,18,100,67,12,615,191,1,0.433,630,51.5,73612,39
1,8739,4223,6904,10353,4695,6492,41406,0,1,0,0,0,0,1,2644,554,1245,1281,962,839,1059,167,123,488,284,81,0,0,0,0,1,0,0,40
2,8766,4267,7012,10460,4691,6566,41762,2,0,0,1,0,0,3,2583,564,1253,1252,961,850,1046,181,118,495,304,82,1,0,0,0,2,3.2,3,40
3,8825,4338,6839,10528,4621,6552,41703,4,0,0,1,1,0,6,2569,541,1232,1308,975,867,1043,152,114,502,285,89,2,1,1,0,4,3.2,9,40
4,8965,4256,7073,10524,4652,6694,42164,1,0,3,3,0,0,7,2697,553,1269,1255,924,880,1094,169,121,460,259,90,1,0,1,0,3,3.2,13,40
5,8890,4396,7093,10638,4749,6651,42417,2,1,1,7,0,1,12,2635,608,1320,1267,1044,877,1039,185,132,537,316,83,3,1,1,0,4,3.2,22,40
6,8908,4409,7193,10701,4726,6779,42716,2,2,4,10,4,3,25,2665,588,1295,1276,976,859,1068,166,123,502,291,79,7,3,1,0.001,7,12,47,40
7,8963,4457,7094,10723,4875,6716,42828,15,3,2,11,4,5,40,2691,595,1282,1325,1025,867,1067,193,134,512,316,85,3,2,1,0.001,20,18.4,84,40
8,8991,4405,7006,10779,4780,6783,42744,30,8,8,20,7,7,80,2747,601,1243,1313,1014,869,1136,160,119,514,309,92,14,9,1,0.004,35,18.4,151,40
9,8951,4355,7067,10716,4828,6732,42649,49,11,15,38,11,21,145,2693,574,1322,1230,1026,926,1110,189,138,459,312,104,29,7,1,0.003,59,18.4,277,40
10,8887,4306,7099,10778,4783,6773,42626,109,14,19,66,27,36,271,2695,543,1317,1269,1006,864,1063,155,148,488,319,88,53,17,1,0.008,93,18.4,514,40
11,8853,4363,7130,10824,4825,6971,42966,164,33,37,120,32,38,424,2602,543,1280,1350,968,941,1052,189,125,519,294,110,89,29,1,0.013,139,23.9,900,40
12,8935,4435,7233,10736,4884,6897,43120,262,43,50,170,46,70,641,2670,599,1281,1330,1025,893,1070,175,105,521,302,79,129,48,1,0.021,211,29.4,1455,40
13,8933,4453,7160,10759,4870,6765,42940,420,67,83,292,81,97,1040,2759,549,1264,1262,1035,877,1104,162,135,511,330,93,232,87,1,0.037,298,29.6,2393,40
14,8913,4459,7012,10754,4769,6840,42747,623,123,129,470,159,164,1668,2708,560,1214,1302,1011,885,1089,194,122,523,312,91,364,118,1,0.051,413,29.6,3868,40
15,8859,4397,7056,10642,4810,6861,42625,893,168,232,736,244,260,2533,2679,565,1248,1249,985,883,1067,142,126,527,343,94,473,145,1,0.063,556,29.6,6148,40
16,8640,4341,6899,10484,4812,6668,41844,1202,281,347,1118,348,401,3697,2543,563,1210,1301,1033,891,1010,179,119,532,315,67,725,236,1,0.106,738,30,9527,40
17,8432,4193,6687,10088,4606,6389,40395,1718,426,468,1614,479,608,5313,2592,549,1158,1218,998,874,1010,181,103,502,317,92,1033,341,1,0.155,953,30.4,14432,40
18,7896,4081,6235,9554,4311,6182,38259,2244,507,644,2150,687,797,7029,2379,557,1072,1112,881,828,913,173,119,459,248,81,1347,449,1,0.225,1144,30.5,20805,40
19,7336,3668,5874,8786,4090,5710,35464,2593,688,909,2590,849,993,8622,2174,502,1036,1071,846,715,865,148,113,428,242,83,1647,570,1,0.303,1263,30.7,28633,40
20,6525,3268,5204,7860,3704,4989,31550,2951,731,968,2945,940,1181,9716,1912,411,925,1009,767,642,739,121,73,381,244,53,1852,577,1,0.358,1354,32.2,37571,40
21,5584,2834,4620,6780,3074,4369,27261,3047,886,1155,3307,1051,1366,10812,1602,393,848,789,607,575,690,109,80,309,171,58,2006,652,1,0.46,1365,32.2,47550,40
22,4495,2453,3744,5495,2546,3520,22253,2829,914,1244,3427,1049,1354,10817,1371,312,649,631,538,473,552,97,66,233,184,52,1993,649,1,0.548,1335,32.2,57690,40
23,3477,1803,2782,4096,1893,2595,16646,2377,853,1220,3099,1007,1251,9807,1053,236,514,523,410,329,404,67,54,204,120,31,1852,570,1,0.648,1276,32.2,66989,40
24,2397,1154,1778,2616,1226,1726,10897,1743,648,979,2238,760,1065,7433,714,141,304,338,263,242,288,44,35,146,76,20,1357,441,1,0.724,1109,32.2,74364,40
25,1487,670,988,1403,701,969,6218,1119,381,655,1291,491,661,4598,443,91,160,156,137,125,156,29,13,74,43,17,806,247,1,0.744,881,32.2,78994,40
1,8717,4186,6804,10345,4681,6444,41177,0,0,0,1,0,0,1,2540,555,1252,1242,943,913,1004,150,125,506,288,113,0,0,0,0,0,0,1,41
2,8755,4151,6962,10466,4467,6714,41515,1,0,1,1,1,1,5,2661,540,1236,1251,912,875,1064,152,105,533,273,112,2,0,0,0,0,1,6,41
3,8675,4366,6877,10344,4720,6527,41509,0,0,0,0,0,0,0,2562,546,1229,1269,971,855,1003,171,122,524,313,84,0,0,0,0,0,2,6,41
4,8801,4324,6785,10402,4611,6483,41406,0,0,0,0,0,0,0,2663,589,1245,1254,957,770,1081,179,128,489,272,87,0,0,0,0,0,2,6,41
5,8840,4138,6771,10495,4672,6603,41519,0,0,0,0,0,0,0,2623,540,1268,1207,1010,879,1064,167,108,497,290,105,0,0,0,0,0,2,6,41
6,8725,4144,6910,10403,4700,6587,41469,0,0,0,0,0,0,0,2606,556,1247,1300,946,854,1056,187,119,493,294,72,0,0,0,0,0,2,6,41
7,8620,4316,7008,10581,4678,6594,41797,0,0,0,0,0,0,0,2624,541,1256,1273,987,883,1027,172,109,495,308,106,0,0,0,0,0,2,6,41
8,8664,4368,6904,10602,4654,6741,41933,0,0,0,0,0,0,0,2652,556,1243,1238,1000,865,1041,160,99,485,299,107,0,0,0,0,0,2,6,41
9,8807,4310,6927,10515,4798,6781,42138,0,0,0,0,0,0,0,2648,573,1220,1253,1015,842,1081,185,122,477,319,85,0,0,0,0,0,2,6,41
10,8852,4256,6944,10620,4841,6866,42379,0,0,0,0,0,0,0,2665,580,1219,1316,1028,862,1061,165,118,516,324,77,0,0,0,0,0,2,6,41
11,8750,4429,7000,10695,4957,6773,42604,0,0,0,0,0,0,0,2631,572,1244,1334,1047,913,1081,181,127,512,319,89,0,0,0,0,0,2,6,41
12,8841,4404,7143,10693,4711,6696,42488,0,0,0,0,0,0,0,2676,571,1313,1235,988,873,1048,185,132,509,311,85,0,0,0,0,0,2,6,41
13,8886,4414,7043,10608,4762,6784,42497,0,0,0,0,0,0,0,2626,563,1261,1271,1052,940,1052,167,135,528,294,87,0,0,0,0,0,2,6,41
14,9030,4316,7005,10695,4788,6652,42486,0,0,0,0,0,0,0,2702,580,1267,1327,972,849,1124,175,111,507,294,93,0,0,0,0,0,2,6,41
15,8965,4331,7033,10692,4735,6774,42530,0,0,0,0,0,0,0,2769,583,1248,1302,956,886,1137,160,123,539,305,92,0,0,0,0,0,2,6,41
16,8823,4407,6947,10702,4800,6790,42469,0,0,0,0,0,0,0,2642,561,1237,1258,1040,850,1132,170,120,488,317,81,0,0,0,0,0,2,6,41
17,8902,4347,7087,10601,4884,6885,42706,0,0,0,0,0,0,0,2661,545,1300,1262,1036,872,1028,179,122,486,341,89,0,0,0,0,0,2,6,41
18,8942,4391,7110,10739,4949,6801,42932,0,0,0,0,0,0,0,2616,547,1272,1304,1049,862,1066,179,121,520,337,82,0,0,0,0,0,2,6,41
19,9054,4388,7198,10771,4894,6866,43171,0,0,0,0,0,0,0,2786,574,1294,1339,1042,910,1096,167,118,506,338,89,0,0,0,0,0,2,6,41
20,9016,4509,6992,10723,4923,6798,42961,0,0,0,0,0,0,0,2724,615,1270,1281,1033,837,1074,172,133,478,290,80,0,0,0,0,0,2,6,41
21,9088,4377,7161,10900,4869,6859,43254,0,0,0,0,0,0,0,2713,547,1266,1295,984,915,1097,170,125,474,329,88,0,0,0,0,0,2,6,41
22,9097,4427,7313,11019,4835,6958,43649,0,0,0,0,0,0,0,2769,550,1307,1407,1010,978,1105,171,141,568,298,102,0,0,0,0,0,2,6,41
23,9124,4540,7149,10952,4902,6907,43574,0,0,0,0,0,0,0,2820,537,1317,1283,1011,914,1164,164,150,493,309,88,0,0,0,0,0,2,6,41
24,9199,4388,7406,11044,4910,6998,43945,0,0,0,0,0,0,0,2755,539,1329,1340,1026,924,1085,183,133,517,304,95,0,0,0,0,0,2,6,41
25,9192,4591,7356,11121,4957,7064,44281,0,0,0,0,0,0,0,2767,603,1316,1286,1035,907,1142,168,134,471,302,77,0,0,0,0,0,2,6,41
1,8765,4165,6882,10385,4691,6617,41505,0,1,0,0,0,0,1,2670,551,1150,1210,971,866,1101,169,116,510,292,87,0,0,0,0,1,0,0,42
2,8645,4294,6930,10527,4681,6594,41671,1,0,0,0,0,0,1,2507,573,1259,1299,977,840,1019,191,117,501,288,74,1,0,0,0,0,5.1,1,42
3,8786,4333,6878,10459,4643,6610,41709,0,0,0,0,0,0,0,2644,617,1200,1232,981,818,1053,203,139,494,293,72,0,0,0,0,0,5.1,1,42
4,8785,4349,6965,10431,4712,6684,41926,0,0,0,0,0,0,0,2675,507,1228,1273,1011,910,1108,145,129,532,293,93,0,0,0,0,0,5.1,1,42
5,8880,4367,6831,10420,4699,6652,41849,0,0,0,0,0,0,0,2657,568,1199,1230,1026,885,1048,184,129,492,301,85,0,0,0,0,0,5.1,1,42
6,8923,4254,6977,10448,4701,6710,42013,0,0,0,0,0,0,0,2702,562,1188,1278,991,847,1075,163,130,485,303,96,0,0,0,0,0,5.1,1,42
7,8819,4387,7060,10517,4798,6613,42194,0,0,0,0,0,0,0,2643,570,1254,1285,1032,816,1066,169,109,513,308,79,0,0,0,0,0,5.1,1,42
8,8894,4424,7075,10622,4735,6595,42345,0,0,0,0,0,0,0,2588,578,1214,1236,927,874,1047,157,121,504,314,81,0,0,0,0,0,5.1,1,42
9,9062,4404,6999,10786,4692,6854,42797,0,0,0,0,0,0,0,2701,565,1302,1349,973,876,1059,184,131,547,300,85,0,0,0,0,0,5.1,1,42
10,9096,4337,7207,10830,4949,6771,43190,0,0,0,0,0,0,0,2782,547,1286,1323,1096,882,1136,168,132,543,318,99,0,0,0,0,0,5.1,1,42
11,9068,4479,7206,10832,4790,6811,43186,0,0,0,0,0,0,0,2693,590,1306,1246,1078,891,1109,173,140,484,317,102,0,0,0,0,0,5.1,1,42
12,9168,4406,7081,10865,4839,6887,43246,0,0,0,0,0,0,0,2785,594,1289,1316,1040,929,1111,174,125,539,315,97,0,0,0,0,0,5.1,1,42
13,9076,4408,7190,10876,4861,6891,43302,0,0,0,0,0,0,0,2685,560,1300,1296,1020,941,1080,165,137,511,290,96,0,0,0,0,0,5.1,1,42
14,9157,4396,7300,10961,4887,7013,43714,0,0,0,0,0,0,0,2739,597,1260,1333,1006,882,1111,172,146,509,315,86,0,0,0,0,0,5.1,1,42
15,9114,4562,7234,10915,4995,7024,43844,0,0,0,0,0,0,0,2644,558,1296,1270,1045,932,1067,160,141,528,330,78,0,0,0,0,0,5.1,1,42
16,9277,4432,7206,11103,4951,7079,44048,0,0,0,0,0,0,0,2825,554,1272,1290,1037,1027,1114,165,124,499,302,111,0,0,0,0,0,5.1,1,42
17,9222,4504,7301,11257,4929,6992,44205,0,0,0,0,0,0,0,2778,567,1332,1301,1040,948,1153,162,129,530,326,84,0,0,0,0,0,5.1,1,42
18,9207,4528,7398,11301,4872,7120,44426,0,0,0,0,0,0,0,2686,581,1323,1345,1044,925,1075,193,137,533,333,93,0,0,0,0,0,5.1,1,42
19,9308,4601,7437,11231,5038,7056,44671,0,0,0,0,0,0,0,2761,630,1305,1371,1050,941,1049,193,133,533,306,90,0,0,0,0,0,5.1,1,42
20,9433,4683,7381,11358,4982,6968,44805,0,0,0,0,0,0,0,2951,574,1325,1313,1047,876,1163,178,141,535,326,95,0,0,0,0,0,5.1,1,42
